protein.key,protein.Entry,protein.Accession,protein.Description,protein.dataBaseType,protein.score,protein.falsePositiveRate,protein.avgMass,protein.MatchedProducts,protein.matchedPeptides,protein.digestPeps,protein.seqCover(%),protein.MatchedPeptideIntenSum,protein.top3MatchedPeptideIntenSum,protein.MatchedProductIntenSum,protein.fmolOnColumn,protein.ngramOnColumn,protein.AutoCurate,protein.Key_ForHomologs
7346,sp|O95249|GOSR1_HUMAN,Golgi,SNAP receptor complex member 1 OS=Homo sapiens GN=GOSR1 PE=1 SV=1,Regular,938.5545,0.00,28726.7512,23,7,29,32.40,20821,12891,5307,6.8547,0.1969,Green,
14608,sp|Q969Q0|RL36L_HUMAN,60S,ribosomal protein L36a-like OS=Homo sapiens GN=RPL36AL PE=1 SV=3,Regular,935.7600,0.00,12753.9906,32,6,8,51.89,52153,19456.13,9779,10.3456,0.1319,Green,14617
16794,sp|Q96SI9|STRBP_HUMAN,Spermatid,perinuclear RNA-binding protein OS=Homo sapiens GN=STRBP PE=1 SV=1,Regular,935.5187,0.00,74337.0049,67,15,71,21.88,131765,11658,35225,6.1990,0.4608,Green,8484
15139,sp|Q9Y291|RT33_HUMAN,28S,ribosomal protein S33_ mitochondrial OS=Homo sapiens GN=MRPS33 PE=1 SV=1,Regular,933.3158,0.00,12628.7280,19,4,10,31.13,29797,27646,5982,14.7005,0.1856,Green,
12331,sp|Q9UKX7|NUP50_HUMAN,Nuclear,pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2,Regular,932.1522,0.00,50543.4152,70,13,37,34.19,149612,90747,41863,48.2538,2.4389,Green,
16504,sp|O15269|SPTC1_HUMAN,Serine,palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1,Regular,931.9305,0.00,53314.2951,62,11,39,26.00,90001,49582,27420,26.3647,1.4056,Green,
4357,sp|Q9GZR7|DDX24_HUMAN,ATP-dependent,RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1,Regular,928.5038,0.00,96959.2337,136,27,66,34.23,352289,58463,51216,31.0871,3.0142,Green,
10884,sp|L0R8F8|MIDUO_HUMAN,MIEF1,upstream open reading frame protein OS=Homo sapiens GN=MIEF1 PE=3 SV=1,Regular,927.7981,0.00,8444.7753,17,3,8,37.14,11411,11411,4636,6.0677,0.0512,Green,
16512,sp|P43307|SSRA_HUMAN,Translocon-associated,protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,Regular,927.4050,0.00,32235.3998,31,4,14,11.89,130400,106578,29139,56.6717,1.8268,Green,
13517,sp|Q9Y2P8|RCL1_HUMAN,RNA,3'-terminal phosphate cyclase-like protein OS=Homo sapiens GN=RCL1 PE=1 SV=3,Regular,926.3454,0.00,41298.9178,44,8,26,26.01,59410,34880,13327,18.5471,0.7660,Green,
4309,sp|Q92499|DDX1_HUMAN,ATP-dependent,RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2,Regular,924.2235,0.00,83401.7445,90,19,63,28.11,158024,87604,39920,46.5825,3.8851,Green,
8298,sp|P41091|IF2G_HUMAN,Eukaryotic,translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3,Regular,918.7985,0.00,51679.8416,62,11,33,26.27,157730,89950,35283,47.8300,2.4718,Green,8159
12560,sp|Q9BZF1|OSBL8_HUMAN,Oxysterol-binding,protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3,Regular,917.8003,0.00,101823.0065,116,19,82,23.62,258129,163353,55725,86.8613,8.8445,Green,
8754,sp|Q7Z3Y7|K1C28_HUMAN,Keratin_,type I cytoskeletal 28 OS=Homo sapiens GN=KRT28 PE=1 SV=2,Regular,916.1653,0.00,51194.7661,39,3,36,5.39,494647,0,189170,,,Green,5597 5637 5665 5745 5746 8638 8696 8697 8698 8751 8753 8855 8856 8888 9013 9102 9233 9351 9352
1947,sp|P20290|BTF3_HUMAN,Transcription,factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1,Regular,912.7509,0.00,22225.0297,21,2,14,9.22,19356,52602,3672,27.9706,0.6216,Green,
17325,sp|Q9NY65|TBA8_HUMAN,Tubulin,alpha-8 chain OS=Homo sapiens GN=TUBA8 PE=1 SV=1,Regular,909.0356,0.00,50777.9567,54,7,34,16.04,162722,0,41511,,,Green,17165 17166 17192 17311 17312 17451
232,sp|P30499|1C01_HUMAN,HLA,class I histocompatibility antigen_ Cw-1 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1,Regular,904.8354,0.00,41420.9876,39,7,23,16.67,65663,0,16195,,,Green,42 43 93 94 95 96 97 99 100 101 102 103 104 194 224 227 228 229 230 231 233 234 235 265 266 267 270 271 272 273 274 275 276 277 278 279 306 307 308 309 310 371 7809 7888
13132,sp|P43686|PRS6B_HUMAN,26S,proteasome regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2,Regular,903.9503,0.00,47480.3997,48,11,38,25.12,88746,42379,13534,22.5346,1.0700,Green,
7649,sp|Q8NBJ4|GOLM1_HUMAN,Golgi,membrane protein 1 OS=Homo sapiens GN=GOLM1 PE=1 SV=1,Regular,903.1641,0.00,45504.3872,62,14,46,33.67,76159,42769,19251,22.7420,1.0349,Green,
16003,sp|Q9UQE7|SMC3_HUMAN,Structural,maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,Regular,901.7390,0.00,141941.1167,162,33,125,28.35,236239,50211,51699,26.6992,3.7897,Green,
8682,sp|P16144|ITB4_HUMAN,Integrin,beta-4 OS=Homo sapiens GN=ITGB4 PE=1 SV=5,Regular,901.4326,0.00,205874.2080,169,27,140,18.66,278958,71193,73344,37.8561,7.7936,Green,
16183,sp|Q8IYB3|SRRM1_HUMAN,Serine/arginine,repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2,Regular,900.9126,0.00,102392.2580,89,11,89,15.60,238211,173689,53775,92.3573,9.4567,Green,
8689,sp|Q8N5M9|JAGN1_HUMAN,Protein,jagunal homolog 1 OS=Homo sapiens GN=JAGN1 PE=1 SV=1,Regular,893.0497,0.00,21125.0860,14,2,11,13.11,10341,15511.5,1866,8.2481,0.1742,Green,
17080,sp|Q9BSH4|TACO1_HUMAN,Translational,activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1,Regular,890.5632,0.00,32933.3503,30,5,23,15.82,28975,25027,5427,13.3079,0.4383,Green,
26,sp|O00116|ADAS_HUMAN,Alkyldihydroxyacetonephosphate,synthase_ peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1,Regular,890.5476,0.00,73710.3042,77,11,53,22.19,97332,62090,24054,33.0157,2.4336,Green,
4629,sp|P51659|DHB4_HUMAN,Peroxisomal,multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3,Regular,889.2822,0.00,80142.6912,107,17,53,25.14,136276,41123,30337,21.8667,1.7525,Green,
13077,sp|P61289|PSME3_HUMAN,Proteasome,activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1,Regular,887.9395,0.00,29620.1623,39,7,20,24.41,57186,43413,11154,23.0844,0.6838,Green,
16638,sp|P53597|SUCA_HUMAN,Succinate--CoA,ligase [ADP/GDP-forming] subunit alpha_ mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4,Regular,885.3536,0.00,36648.9911,33,3,20,11.27,68097,58219,13699,30.9574,1.1346,Green,
2155,sp|Q14137|BOP1_HUMAN,Ribosome,biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2,Regular,882.4005,0.00,84313.9569,89,17,51,21.05,172140,67322,40112,35.7978,3.0183,Green,
15172,sp|P82673|RT35_HUMAN,28S,ribosomal protein S35_ mitochondrial OS=Homo sapiens GN=MRPS35 PE=1 SV=1,Regular,880.1287,0.00,37129.5096,64,13,27,40.56,123267,50793,16239,27.0087,1.0028,Green,
15664,sp|Q15637|SF01_HUMAN,Splicing,factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4,Regular,879.9476,0.00,68558.2286,56,9,27,18.00,123200,76963,30869,40.9243,2.8057,Green,
14415,sp|P40937|RFC5_HUMAN,Replication,factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,Regular,872.9742,0.00,38781.7834,42,7,29,26.18,56539,41584,20707,22.1119,0.8575,Green,
16285,sp|O15042|SR140_HUMAN,U2,snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2,Regular,867.9826,0.00,118748.3181,134,23,93,25.27,231416,76504,54575,40.6802,4.8307,Green,
15261,sp|P82914|RT15_HUMAN,28S,ribosomal protein S15_ mitochondrial OS=Homo sapiens GN=MRPS15 PE=1 SV=1,Regular,867.9127,0.00,29956.2478,31,9,22,24.12,54257,33696,11444,17.9175,0.5367,Green,
7216,sp|Q9H936|GHC1_HUMAN,Mitochondrial,glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1,Regular,867.2507,0.00,34926.4762,48,8,22,26.32,89037,59885,20111,31.8432,1.1122,Green,7400
5438,sp|Q16836|HCDH_HUMAN,Hydroxyacyl-coenzyme,A dehydrogenase_ mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=3,Regular,866.4448,0.00,34350.6396,48,7,19,29.62,58175,36170,12949,19.2330,0.6607,Green,
18038,sp|P07951|TPM2_HUMAN,Tropomyosin,beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1,Regular,865.8134,0.00,32964.8464,63,12,28,35.56,189003,10669.36,42160,5.6733,0.1870,Green,18039 18088 18172
9255,sp|P17931|LEG3_HUMAN,Galectin-3,OS=Homo sapiens GN=LGALS3 PE=1 SV=5,Regular,864.6813,0.00,26209.3917,29,5,11,25.60,42384,32482,7481,17.2720,0.4527,Green,
4548,sp|Q9UBX3|DIC_HUMAN,Mitochondrial,dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=2,Regular,862.1152,0.00,31738.7413,35,6,20,25.78,55339,40858,12015,21.7258,0.6896,Green,
9659,sp|Q6IAA8|LTOR1_HUMAN,Ragulator,complex protein LAMTOR1 OS=Homo sapiens GN=LAMTOR1 PE=1 SV=2,Regular,861.4270,0.00,17858.9020,25,4,13,37.89,24390,22603,7216,12.0189,0.2146,Green,
13175,sp|Q8NAV1|PR38A_HUMAN,Pre-mRNA-splicing,factor 38A OS=Homo sapiens GN=PRPF38A PE=1 SV=1,Regular,859.4581,0.00,37704.6824,24,4,20,16.67,32795,30262,8146,16.0915,0.6067,Green,
11817,sp|P49821|NDUV1_HUMAN,NADH,dehydrogenase [ubiquinone] flavoprotein 1_ mitochondrial OS=Homo sapiens GN=NDUFV1 PE=1 SV=4,Regular,857.5290,0.00,51501.4919,60,10,35,24.35,113863,71689,21257,38.1199,1.9632,Green,
15795,sp|P67812|SC11A_HUMAN,Signal,peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=1 SV=1,Regular,850.0697,0.00,20625.3722,22,3,15,16.20,27731,27731,7007,14.7457,0.3041,Green,
13212,sp|P25786|PSA1_HUMAN,Proteasome,subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1,Regular,849.3217,0.00,29840.7909,47,7,25,25.10,78307,49582,19583,26.3647,0.7867,Green,
7888,sp|P13747|HLAE_HUMAN,HLA,class I histocompatibility antigen_ alpha chain E OS=Homo sapiens GN=HLA-E PE=1 SV=3,Regular,844.3607,0.00,40384.8548,31,7,26,22.63,89370,77510,31307,41.2151,1.6645,Green,34 35 38 42 43 93 94 95 96 97 98 99 100 101 102 103 104 194 224 225 226 227 228 229 231 232 233 234 235 260 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 305 306 307 308 309 310 366 371 7780 7809
14075,sp|Q9HCU5|PREB_HUMAN,Prolactin,regulatory element-binding protein OS=Homo sapiens GN=PREB PE=1 SV=2,Regular,842.3549,0.00,46038.4805,22,4,26,12.71,346118,13914,201360,7.3986,0.3406,Green,
2383,sp|P60033|CD81_HUMAN,CD81,antigen OS=Homo sapiens GN=CD81 PE=1 SV=1,Regular,842.1754,0.00,26493.7767,17,2,10,8.47,21045,58965,5480,31.3540,0.8307,Green,
13176,sp|O75400|PR40A_HUMAN,Pre-mRNA-processing,factor 40 homolog A OS=Homo sapiens GN=PRPF40A PE=1 SV=2,Regular,840.3969,0.00,109090.3984,125,20,82,18.91,403559,89665,72308,47.6784,5.2013,Green,14198
18551,sp|Q13595|TRA2A_HUMAN,Transformer-2,protein homolog alpha OS=Homo sapiens GN=TRA2A PE=1 SV=1,Regular,840.2957,0.00,32745.6966,52,8,27,19.15,133268,58748.93,29922,31.2391,1.0229,Green,18047
12931,sp|O15173|PGRC2_HUMAN,Membrane-associated,progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1,Regular,839.7281,0.00,23875.5191,45,6,23,21.08,73731,39235,17614,20.8628,0.4981,Green,12979
18739,sp|O43396|TXNL1_HUMAN,Thioredoxin-like,protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3,Regular,837.6703,0.00,32650.5543,33,6,21,26.99,27380,14163,6698,7.5310,0.2459,Green,
17218,sp|P13984|T2FB_HUMAN,General,transcription factor IIF subunit 2 OS=Homo sapiens GN=GTF2F2 PE=1 SV=2,Regular,837.2315,0.00,28437.3170,42,10,23,42.57,72969,49162,13162,26.1414,0.7434,Green,
5930,sp|Q15369|ELOC_HUMAN,Elongin-C,OS=Homo sapiens GN=ELOC PE=1 SV=1,Regular,832.5833,0.00,12644.2806,18,3,10,37.50,18544,18544,3520,9.8606,0.1247,Green,
7297,sp|Q9H8Y8|GORS2_HUMAN,Golgi,reassembly-stacking protein 2 OS=Homo sapiens GN=GORASP2 PE=1 SV=3,Regular,831.3391,0.00,47316.4858,44,7,21,19.03,110641,81705,16028,43.4458,2.0557,Green,
12073,sp|P46459|NSF_HUMAN,Vesicle-fusing,ATPase OS=Homo sapiens GN=NSF PE=1 SV=3,Regular,829.8011,0.00,83107.7644,81,19,67,30.65,118186,36591,23696,19.4569,1.6170,Green,16409
6154,sp|Q5RKV6|EXOS6_HUMAN,Exosome,complex component MTR3 OS=Homo sapiens GN=EXOSC6 PE=1 SV=1,Regular,829.2518,0.00,28520.3129,29,6,18,31.25,47464,35595,12216,18.9273,0.5398,Green,
14896,sp|Q5T653|RM02_HUMAN,39S,ribosomal protein L2_ mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2,Regular,825.5827,0.00,33586.0321,44,5,24,23.93,52039,44046,31189,23.4210,0.7866,Green,
3573,sp|Q9Y2R0|COA3_HUMAN,Cytochrome,c oxidase assembly factor 3 homolog_ mitochondrial OS=Homo sapiens GN=COA3 PE=1 SV=1,Regular,824.7927,0.00,11731.3109,16,5,9,39.62,43189,24379,4222,12.9633,0.1521,Green,
19195,sp|O75348|VATG1_HUMAN,V-type,proton ATPase subunit G 1 OS=Homo sapiens GN=ATP6V1G1 PE=1 SV=3,Regular,823.3918,0.00,13871.5915,17,4,13,31.36,12667,16893,3850,8.9827,0.1246,Green,
7889,sp|Q8TCT9|HM13_HUMAN,Minor,histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1,Regular,822.0074,0.00,41773.5504,25,4,27,14.06,24194,20337,9653,10.8140,0.4517,Green,
5803,sp|Q13601|KRR1_HUMAN,KRR1,small subunit processome component homolog OS=Homo sapiens GN=KRR1 PE=1 SV=4,Regular,820.9951,0.00,43893.1337,45,9,38,24.15,134363,84005,16876,44.6688,1.9607,Green,
10973,sp|O75439|MPPB_HUMAN,Mitochondrial-processing,peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2,Regular,819.6259,0.00,55107.6014,59,9,38,16.56,167281,43180.84,42432,22.9610,1.2653,Green,13317
17969,sp|Q9BVK6|TMED9_HUMAN,Transmembrane,emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2,Regular,816.8738,0.00,27391.4973,34,6,21,17.87,95953,69981,28232,37.2117,1.0193,Green,
3649,sp|P50416|CPT1A_HUMAN,Carnitine,O-palmitoyltransferase 1_ liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2,Regular,814.4326,0.00,89052.1584,91,17,55,22.25,119143,46572,32471,24.7642,2.2053,Green,
4703,sp|Q8NBQ5|DHB11_HUMAN,Estradiol,17-beta-dehydrogenase 11 OS=Homo sapiens GN=HSD17B11 PE=1 SV=3,Regular,813.3332,0.00,33278.0383,36,6,20,27.67,47254,34719,8186,18.4615,0.6144,Green,
15073,sp|Q14684|RRP1B_HUMAN,Ribosomal,RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3,Regular,812.5500,0.00,84826.8482,88,17,61,27.70,144078,86067,30121,45.7652,3.8821,Green,
16690,sp|P31948|STIP1_HUMAN,Stress-induced-phosphoprotein,1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,Regular,810.8946,0.00,63266.6906,78,16,64,31.86,122701,64933,26358,34.5274,2.1844,Green,
8569,sp|P01877|IGHA2_HUMAN,Immunoglobulin,heavy constant alpha 2 OS=Homo sapiens GN=IGHA2 PE=1 SV=4,Regular,808.9882,0.00,37389.7647,18,2,23,4.71,102111,0,32987,,,Green,8269
15138,sp|Q9BYN8|RT26_HUMAN,28S,ribosomal protein S26_ mitochondrial OS=Homo sapiens GN=MRPS26 PE=1 SV=1,Regular,807.2242,0.00,24268.7848,37,9,27,37.56,48646,28619,12311,15.2179,0.3693,Green,
8089,sp|Q9Y4L1|HYOU1_HUMAN,Hypoxia,up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,Regular,806.3082,0.00,111563.6903,108,21,88,24.12,157833,54018,24212,28.7235,3.2045,Green,
7400,sp|Q9H1K4|GHC2_HUMAN,Mitochondrial,glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=1 SV=1,Regular,805.5131,0.00,34362.1045,29,4,25,11.75,68398,0,16694,,,Green,7216
11717,sp|Q9Y221|NIP7_HUMAN,60S,ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens GN=NIP7 PE=1 SV=1,Regular,803.0515,0.00,20633.7336,27,2,11,11.67,29704,36780,5850,19.5574,0.4035,Green,
17396,sp|Q8WVM0|TFB1M_HUMAN,Dimethyladenosine,transferase 1_ mitochondrial OS=Homo sapiens GN=TFB1M PE=1 SV=1,Regular,802.8358,0.00,39885.1623,27,6,30,17.05,54869,45247,12712,24.0596,0.9596,Green,
17315,sp|Q9NYB0|TE2IP_HUMAN,Telomeric,repeat-binding factor 2-interacting protein 1 OS=Homo sapiens GN=TERF2IP PE=1 SV=1,Regular,802.1403,0.00,44431.1211,43,9,37,33.08,32753,19523,13200,10.3812,0.4612,Green,
19480,sp|Q5BKZ1|ZN326_HUMAN,DBIRD,complex subunit ZNF326 OS=Homo sapiens GN=ZNF326 PE=1 SV=2,Regular,801.0146,0.00,65996.0934,56,9,42,15.98,103622,49042,14296,26.0776,1.7210,Green,
339,sp|P11310|ACADM_HUMAN,Medium-chain,specific acyl-CoA dehydrogenase_ mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1,Regular,797.9029,0.00,47044.6464,72,13,32,28.98,99020,41080,26058,21.8439,1.0276,Green,
12021,sp|Q9H6R4|NOL6_HUMAN,Nucleolar,protein 6 OS=Homo sapiens GN=NOL6 PE=1 SV=2,Regular,796.8586,0.00,128448.6258,86,13,72,15.71,89976,42974,23882,22.8510,2.9352,Green,
15034,sp|Q9NQG5|RPR1B_HUMAN,Regulation,of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens GN=RPRD1B PE=1 SV=1,Regular,796.4787,0.00,37013.8250,32,6,30,21.47,28224,18119,10088,9.6346,0.3566,Green,
13194,sp|P20618|PSB1_HUMAN,Proteasome,subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2,Regular,794.0773,0.00,26717.5428,27,6,26,20.75,48078,38944,13827,20.7081,0.5533,Green,
7002,sp|Q14318|FKBP8_HUMAN,Peptidyl-prolyl,cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2,Regular,791.6737,0.00,45018.0207,28,4,23,9.71,33893,32295,9583,17.1725,0.7731,Green,
17528,sp|Q96B49|TOM6_HUMAN,Mitochondrial,import receptor subunit TOM6 homolog OS=Homo sapiens GN=TOMM6 PE=1 SV=1,Regular,791.5071,0.00,8002.0484,8,1,4,18.92,20723,62169,3248,33.0577,0.2645,Green,
13106,sp|Q9UNM6|PSD13_HUMAN,26S,proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2,Regular,791.4231,0.00,43230.7068,58,14,33,36.17,88155,41020,16622,21.8120,0.9429,Green,
5908,sp|Q58FF3|ENPLL_HUMAN,Putative,endoplasmin-like protein OS=Homo sapiens GN=HSP90B2P PE=5 SV=1,Regular,790.8428,0.00,46372.3159,32,4,44,6.52,111629,0,32263,,,Green,5157
7818,sp|Q1KMD3|HNRL2_HUMAN,Heterogeneous,nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1,Regular,788.7158,0.00,85675.0514,60,14,58,15.26,160475,88317,30275,46.9616,4.0234,Green,
2358,sp|P07858|CATB_HUMAN,Cathepsin,B OS=Homo sapiens GN=CTSB PE=1 SV=3,Regular,788.4739,0.00,38791.1082,20,3,29,5.31,80600,232155,13476,123.4460,4.7886,Green,
328,sp|Q9NRG9|AAAS_HUMAN,Aladin,OS=Homo sapiens GN=AAAS PE=1 SV=1,Regular,785.8414,0.00,60429.6118,53,9,32,22.53,79912,48783,19632,25.9399,1.5675,Green,
4656,sp|Q96FJ2|DYL2_HUMAN,Dynein,light chain 2_ cytoplasmic OS=Homo sapiens GN=DYNLL2 PE=1 SV=1,Regular,784.2238,0.00,10463.9182,15,3,7,26.97,36958,32365,4954,17.2098,0.1801,Green,4925
8552,sp|Q9H2U2|IPYR2_HUMAN,Inorganic,pyrophosphatase 2_ mitochondrial OS=Homo sapiens GN=PPA2 PE=1 SV=2,Regular,782.6166,0.00,38433.5344,43,8,31,32.34,71892,50918,13235,27.0751,1.0406,Green,
8979,sp|P11279|LAMP1_HUMAN,Lysosome-associated,membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3,Regular,779.2106,0.00,45395.6863,24,3,30,4.56,53535,72061.5,10680,38.3180,1.7395,Green,
10770,sp|Q8N7H5|PAF1_HUMAN,RNA,polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1 PE=1 SV=2,Regular,778.8337,0.00,60146.8941,61,12,55,23.35,80598,39581,20505,21.0468,1.2659,Green,
902,sp|P27695|APEX1_HUMAN,DNA-(apurinic,or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2,Regular,778.3766,0.00,35953.7291,46,7,21,26.42,69658,35405,21325,18.8262,0.6769,Green,
2330,sp|Q96ER9|CCD51_HUMAN,Coiled-coil,domain-containing protein 51 OS=Homo sapiens GN=CCDC51 PE=1 SV=2,Regular,774.8483,0.00,46039.4711,61,13,45,33.09,279589,232403,121585,123.5779,5.6895,Green,
14984,sp|Q9HD33|RM47_HUMAN,39S,ribosomal protein L47_ mitochondrial OS=Homo sapiens GN=MRPL47 PE=1 SV=2,Regular,773.8230,0.00,29621.5268,36,5,24,20.00,47105,33381,13804,17.7500,0.5258,Green,
17117,sp|Q9Y2Z4|SYYM_HUMAN,Tyrosine--tRNA,ligase_ mitochondrial OS=Homo sapiens GN=YARS2 PE=1 SV=2,Regular,773.7900,0.00,53427.1946,46,7,39,16.14,70612,56147,19983,29.8556,1.5951,Green,
11326,sp|Q96E29|MTEF3_HUMAN,Transcription,termination factor 3_ mitochondrial OS=Homo sapiens GN=MTERF3 PE=1 SV=2,Regular,773.6109,0.00,48085.4719,46,13,32,27.34,246960,223427,68772,118.8050,5.7128,Green,
15013,sp|Q96DV4|RM38_HUMAN,39S,ribosomal protein L38_ mitochondrial OS=Homo sapiens GN=MRPL38 PE=1 SV=2,Regular,773.2574,0.00,44995.7542,39,7,28,16.84,83494,46368,15707,24.6557,1.1094,Green,
17231,sp|Q99832|TCPH_HUMAN,T-complex,protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2,Regular,772.4510,0.00,59879.9895,50,11,43,22.28,71581,38006,16218,20.2093,1.2101,Green,
14312,sp|P51665|PSMD7_HUMAN,26S,proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2,Regular,770.9866,0.00,37082.4769,30,7,34,22.22,35748,19494,6404,10.3657,0.3844,Green,
10426,sp|Q86YP4|P66A_HUMAN,Transcriptional,repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1,Regular,769.3034,0.00,68405.0503,86,16,50,32.07,89965,33155.95,19729,17.6303,1.2060,Green,10475
4908,sp|P43897|EFTS_HUMAN,Elongation,factor Ts_ mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2,Regular,766.5255,0.00,35732.8797,38,8,30,30.15,71827,35473,10075,18.8624,0.6740,Green,
13420,sp|Q9BWF3|RBM4_HUMAN,RNA-binding,protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1,Regular,766.4606,0.00,40713.0922,36,5,30,19.78,54179,41344,14666,21.9842,0.8950,Green,13490
18089,sp|O14773|TPP1_HUMAN,Tripeptidyl-peptidase,1 OS=Homo sapiens GN=TPP1 PE=1 SV=2,Regular,764.2672,0.00,61761.2326,43,6,29,11.90,143514,66771,21465,35.5048,2.1928,Green,
854,sp|P35609|ACTN2_HUMAN,Alpha-actinin-2,OS=Homo sapiens GN=ACTN2 PE=1 SV=1,Regular,762.3687,0.00,104424.2806,75,17,79,22.15,203097,50473.09,38708,26.8385,2.8026,Green,346 474 525
4824,sp|Q8WXX5|DNJC9_HUMAN,DnaJ,homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1,Regular,759.0452,0.00,30080.8507,25,5,24,25.00,36651,28274,6247,15.0344,0.4522,Green,
541,sp|Q53H12|AGK_HUMAN,Acylglycerol,kinase_ mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2,Regular,757.0120,0.00,47593.4069,33,8,36,17.06,54464,36435,16114,19.3739,0.9221,Green,
18277,sp|Q14258|TRI25_HUMAN,E3,ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2,Regular,754.4377,0.00,72627.2767,71,15,48,27.30,137717,64777,20979,34.4445,2.5016,Green,
15352,sp|Q9Y399|RT02_HUMAN,28S,ribosomal protein S2_ mitochondrial OS=Homo sapiens GN=MRPS2 PE=1 SV=1,Regular,753.7584,0.00,33534.3929,40,11,28,28.04,81114,43907,19836,23.3471,0.7829,Green,
10475,sp|Q8WXI9|P66B_HUMAN,Transcriptional,repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1,Regular,751.9147,0.00,65603.0272,78,16,42,34.57,107550,38318,28135,20.3752,1.3367,Green,10426
12805,sp|P41219|PERI_HUMAN,Peripherin,OS=Homo sapiens GN=PRPH PE=1 SV=2,Regular,750.6199,0.00,53765.0009,52,7,55,18.94,423745,32150.59,313580,17.0957,0.9192,Green,4424 5749 5853 8861 19316
13361,sp|O60216|RAD21_HUMAN,Double-strand-break,repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2,Regular,750.0994,0.00,71974.8070,71,13,61,20.13,80254,40734,20405,21.6599,1.5590,Green,
